eng_input,eng_label,match_using_label,match_using_sentence,heb_input,heb_label
Strange. I don't see.,Many,0,1,מוזר אני לא רואה,הרבה
For more information about licensing,Photos,1,1,למידע נוסף לגבי רישוי,תמונות
This value deals with the game,The children,1,1,ערך זה עוסק במשחק,הילדים
Features for each department Capabilities,to be,1,1,מאפיינים לכל מחלקה יכולות,להיות
But we all work here.,Voluntarily,1,1,אבל כולנו פה עובדים,בהתנדבות
And on which bread exactly,You thought,1,1,ועל איזה הלחם בדיוק,חשבת
Russian Navy in the days of Piotr,The Great,1,1,הצי הרוסי בימי פיוטר,הגדול
Do you think there is,Delete,0,1,האם אתה חושב שיש,למחוק
The value is accidentally not deleted,Previously,0,1,הערך בטעות לא נמחק,בעבר
"In contrast, this is about something.",New,1,1,מנגד פה מדובר במשהו,חדש
Family ties constitute,Foundation,0,1,משפחה קשרי משפחה מהווים,יסוד
So here I am denying,All,1,1,אז הנה אני מכחיש,הכל
If it's a text then,Allowed,0,1,אם זה טקסט אז,מותר
I don't think there is,Answer,1,1,אני לא חושב שיש,תשובה
Max mentions a boy,The Wonder,1,1,מקס מזכיר את נער,הפלא
Why you placed an important clarification,Just,1,1,מדוע הצבת הבהרת חשיבות,רק
Adopting a Born Child,For family,1,1,אימוץ קבלת ילד שנולד,למשפחה
Again there is a difference between,Murder,1,1,שוב יש הבדל בין,רצח
"As for tolerance, it is still",With Us,1,1,לגבי סובלנות הוא עדיין,איתנו
External links Picture of Bella,Gutman,0,1,קישורים חיצוניים תמונת בלה,גוטמן
I'm not sure that's,Reliable,1,1,אני לא בטוח שזה,אמין
Again he asks whether,His Life,1,1,שוב הוא שואל האם,חייו
It should be noted that there is no obligation,Translate,0,1,יש לציין שאין חובה,לתרגם
There is no sub-chapter with,More,0,1,אין תת פרק עם,יותר
Please apologize urgently and nicely,Hour,1,1,נא להתנצל בדחיפות ויפה,שעה
It's just a shame that the vote that Gilgamesh,Suggested,1,1,פשוט חבל שההצבעה שגילגמש,הציע
County Council where two,Representatives,1,1,מועצת מחוז בה שני,נציגים
The monument was erected after the war,The World,1,1,המצבה הוצבה לאחר מלחמת,העולם
They are considered one of the works,Known,0,1,הן נחשבות לאחת היצירות,הידועות
It was barely an hour and a half.,And already,1,1,בקושי עברה שעה וחצי,וכבר
I sent an e-mail to the site hoping,Accept,0,1,שלחתי מייל לאתר בתקווה,לקבל
To the south of Mexico is,The City,1,1,מדרום לה במקסיקו נמצאת,העיר
We have expanded values,Also,1,1,יש לנו ערכים מורחבים,גם
It was Bond that the public,Always,1,1,היה זה בונד שהציבור,תמיד
I'm just trying to help.,To the public,1,1,אני רק מנסה לעזור,לציבור
I thought you had a sense.,Humor,1,1,חשבתי שיש לך חוש,הומור
I have no interest in adding,Reasons,1,1,לי אין אינטרס להוסיף,סיבות
I would advise you to add,More,1,1,הייתי ממליץ לך להוסיף,עוד
A single sentence is a shame to put,Alone,1,1,משפט בודד חבל לשים,לבד
Asking him to languish and there is no,Comment,0,1,מבקשים ממנו לנמק ואין,תגובה
You should also bring,The Book,1,1,כדאי להביא גם את,הספר
What are herbs related,Tell,0,1,מה קשורים צמחי מרפא,לספר
During this time he served in the Reserves.,As Commander,1,1,בתקופה זו שירת במילואים,כמפקד
So far no wikipedia,Don't,0,1,עד כה אף ויקיפד,לא
Pallas played at the lower levels,of,1,1,פאלאס שיחקה ברמות הנמוכות,של
A reference to new books that have come out,In Light,0,1,התייחסות לספרים חדשים שיצאו,לאור
Books and Go Search,From where,1,1,ספרים ו לך חפש,מאיפה
All wikipedias can jump,Lee,1,1,כל הויקיפדיות יכולות לקפוץ,לי
The commentary was published in a scientific edition,Hebrew,1,1,הפירוש יצא במהדורה מדעית,עברית
Strange that there is very little,Material,1,1,מוזר שיש מעט מאד,חומר
"In this respect, the military is",Client,1,1,מבחינה זו הצבא הוא,לקוח
"However, the San",Francisco,0,1,למרות זאת ה סן,פרנסיסקו
"At this point, it is particularly difficult.",In Tasks,0,1,בשלב זה מתקשים במיוחד,במשימות
I ask for a little more.,Coordination,1,1,אני מבקש קצת יותר,תיאום
Believe me I wish there was,Post,0,1,האמן לי הלוואי שהייתה,פוסט
The text is reviewed and if,He is,0,1,הטקסט עובר ביקורת ואם,הוא
The list I started to bring,She,1,1,הרשימה שהתחלתי להביא גם,היא
Wikipedia is not,Competition,1,1,חוץ מזה ויקיפדיה אינה,תחרות
"That season, he participated.",In the game,1,1,באותה עונה הוא השתתף,במשחק
In the Land of Israel a bar is grown,Four,0,1,בארץ ישראל גדלים בר,ארבעה
So it's definitely not,Invention,1,1,כך שזו בהחלט לא,המצאה
User Language Skills Categories,It's,1,1,קטגוריות כישורי שפה משתמש,זה
The new wording makes the reader,Believing,1,1,הניסוח החדש גורם לקורא,להאמין
In March of that year he received,The Album,1,1,במרץ אותה שנה קיבל,האלבום
The Youth Movement Working in Israel,She,1,1,תנועת הנוער העובד בישראל,היא
One might argue about,The List,1,1,אפשר להתווכח אולי על,הרשימה
Researchers say that psychologists,Many,1,1,חוקרים טוענים כי פסיכולוגים,רבים
If it is no longer,Relevant,1,1,אם זה כבר לא,רלוונטי
The castle was also used as a base.,Military,1,1,הטירה שימשה גם כבסיס,צבאי
Events The Beginning of the Hundred Years War,The years,1,1,אירועים תחילת מלחמת מאה,השנים
2 deleted before I saw,What?,1,1,2 נמחקה לפני שראיתי,מה
I'll edit the value,Soon,1,1,אני אערוך את הערך,בקרוב
If after a reasonable time,Don't,0,1,אם אחרי זמן סביר,לא
I don't believe there is,Many,0,1,אני לא מאמין שיש,הרבה
Zvika was a relative,Far Away,1,1,צביקה היה קרוב משפחה,רחוק
As already stated I,Don't,0,1,כפי שכבר נאמר אני,לא
Join the Party All Layers,Company,0,1,למפלגה הצטרפו כל שכבות,החברה
I don't think it's,Subject,1,1,אני לא חושב שזה,נושא
"To the best of my knowledge, the Templars were",Fine.,1,1,למיטב ידיעתי הטמפלרים היו,בסדר
"In honor of the event, the governor announced",Gorgia,0,1,לכבוד האירוע הכריז מושל,גורגיה
His childhood life Bobby Fisher,Born,1,1,חייו ילדותו בובי פישר,נולד
For some reason I have,Recently,1,1,משום מה לי יש,לאחרונה
I also put references into books,External,0,1,הכנסתי גם הפניות לספרים,חיצוניים
Commercial entities are not,The Enemy,1,1,גופים מסחריים הם לא,האויב
As long as this information,Don't,0,1,כל עוד מידע זה,לא
A modern encyclopedia where you can,Find,0,1,אנציקלופדיה מודרנית שבה אפשר,למצוא
An important point for my liking that needs to be,to be,1,1,נקודה חשובה לטעמי שצריכה,להיות
He is somewhat reminiscent of,The Anthem,1,1,הוא מזכיר במקצת את,ההמנון
Binwicky Adding project to categories,of,1,1,פרויקט הוספת בינוויקי לקטגוריות,של
If you mean in the book,Genesis,1,1,אם התכוונתם לפרשה בספר,בראשית
Joab Kreni is all because of,Leo,1,1,יואב קרני הכול בגלל,ליאו
External links Church website,In town,1,1,קישורים חיצוניים אתר הכנסייה,בעיר
The social situation here is,Hard,0,1,המצב החברתי כאן הוא,קשה
"In reality, there is a power cable.",The fetus,1,1,במציאות יש כבל חשמל,העובר
This is a more complex picture.,And what,1,1,זו תמונה מורכבת יותר,ומה
They ran in the Federation flag,The Australian,0,1,הם רצו בדגל הפדרציה,האוסטרלית
Please show patience.,And no,1,1,נא לגלות אורך רוח,ולא
"On the musical scene, he was",Responsible,1,1,על העיבוד המוזיקלי היה,אחראי
I don't think it's possible,Extend,0,1,אני לא חושבת שאפשר,להאריך
For this he won,To Nickname,1,1,על כך הוא זכה,לכינוי
The name Zimbabwe fit exactly,Purpose,0,1,השם זימבבואה התאים בדיוק,למטרה
The series was nominated.,For three,1,1,הסדרה אף הייתה מועמדת,לשלושה
The activity is under the supervision of,Experts,1,1,הפעילות מתבצעת בפיקוח של,מומחים
Each year there are two,Series,0,1,בכל שנה יש שתי,סדרות
History The flag was designed on,Hands,0,1,היסטוריה הדגל תוכנן על,ידי
What has been published except that,Who died,0,1,במה התפרסם פרט לכך,שמת
Office of the Prime Minister,The Advisor,0,1,משרד ראש הממשלה לשכת,היועץ
The value itself is not affected.,And also,1,1,הערך עצמו לא נפגע,וגם
The snake is in constant motion,And no,1,1,הנחש נמצא בתנועה מתמדת,ולא
The Latin form is correct,Completely,0,1,הצורה לטינית היא תקינה,לחלוטין
Head of Institution Zvi Zamir,There was,1,1,ראש המוסד צבי זמיר,היה
Orange CEO since then,Today,1,1,מנכל תפוז מאז ועד,היום
This data sounds to me,A little,1,1,הנתון הזה נשמע לי,קצת
"First of all, no.",Wikipedia,1,1,ראשית כל כאן לא,ויקיפדיה
None of them have,Huh.,1,1,באף אחד מהם אין,הא
Do you want there to be,Lou.,1,1,האם אתה רוצה שיהיו,לו
Republic of Congo Company,Ass,1,1,הרפובליקה של קונגו חברה,תחת
The Mask of Strikes 2.,And so,1,1,מסכת מכות כג ב,וכך
From the point of view of the writer of the Bible text,It's,1,1,מבחינת כותב הטקסט המקראי,זה
We need to find out when it is,Recently,1,1,צריך לברר מתי זה,לאחרונה
The discussion is about adding,Fact,1,1,הדיון הוא על הוספת,עובדה
In the summer comfortable with percentages,Humidity,1,1,בקיץ נוח עם אחוזי,לחות
It's not a shame to just waste.,Time,1,1,לא חבל סתם לבזבז,זמן
So he claims it's,Because,1,1,אז הוא טוען שזה,בגלל
There is no division into issues perhaps,Don't,0,1,אין חלוקה לנושאים אולי,לא
But removed from here all,The things,1,1,אבל הוסרו מכאן כל,הדברים
Why do you think the picture,She,1,1,מדוע אתה חושב שהתמונה,היא
Misclassification is an alternative,Handsome,1,1,סיווג שגוי הוא חלופה,נאה
I don't understand why,They,1,1,לא ברור לי מדוע,הם
If it is not appropriate,In Your Eyes,1,1,אם זה לא ראוי,בעיניך
If only they had raised,Again,1,1,לו רק היו מעלים,שוב
Online can be found by chance.,The Good,1,1,ברשת ניתן למצוא במקרה,הטוב
The Greek body culture brought,their people,0,1,תרבות הגוף היוונים הביאו,עמם
At the depth of the earth you layered,The Rock,1,1,בעומק כדור הארץ שכבת,הסלע
It is better to expand groups.,The Selection,1,1,עדיף להרחיב את קבוצות,הבחירה
Sorry again. All good.,And Saturday,1,1,שוב סליחה כל טוב,ושבת
Also the value of home and sex,Don't,0,1,גם הערך בית וסקס,לא
And I'm also talking about,Values,1,1,ואני מדבר גם על,ערכים
"At the moment, too, the interpretation of",Gilgamesh,0,1,כרגע גם הפרשנות של,גילגמש
It is not customary to write here.,Stories,1,1,כאן לא נהוג לכתוב,סיפורים
A custom is a gain in the country,Israel,1,1,מנהג זה רווח בארץ,ישראל
The satellite has contributed greatly to understanding,Character,0,1,הלוויין תרם רבות להבנת,אופי
I don't think there is,In this,1,1,לא נראה לי שיש,בזה
This time I went out a lot.,Less,1,1,הפעם כבר יצאתי הרבה,פחות
It is therefore very important that the number,People,1,1,לכן חשוב מאוד שמספר,אנשים
The new toolbar also,He is,0,1,סרגל הכלים החדש גם,הוא
Cercill made a number of mistakes.,In System,1,1,צרציל ביצע מספר שגיאות,במערכת
There is actually no difference between,Text,1,1,למעשה אין הבדל בין,טקסט
She and her husband Bernard run,Marriage,0,1,היא ובעלה ברנרד מנהלים,נישואים
Only in the state of Virginia were,Battles,1,1,רק במדינת וירגיניה נערכו,קרבות
And I'm really interested to know,Why?,1,1,וממש מעניין אותי לדעת,למה
If you think it is,Don't,0,1,אם אתם חושבים שזה,לא
"In each district, elections are held.",Local,0,1,בכל מחוז נערכות בחירות,מקומיות
It can probably be converted.,For use,1,1,סביר להניח שאפשר להמיר,לשימוש
If it is not perfect,And he,1,1,אם הוא לא מושלם,והוא
A narrow street coming out of a street,The Prophets,1,1,רחוב צר שיוצא מרחוב,הנביאים
This is the southern boundary of,Scotland,0,1,זהו גבולה הדרומי של,סקוטלנד
Gilgamesh conversation not a pity,About,0,1,גילגמש שיחה לא חבל,על
I know a lot of people.,Dozens,1,1,אני מכיר אנשים רבים,עשרות
The department was established in coordination with,Command,0,1,המחלקה הוקמה בתיאום עם,הפיקוד
This script seems to me,More,0,1,הסקריפט הזה נראה לי,יותר
As for the last comment Chen,Chen,0,1,לגבי ההערה האחרונה חן,חן
The wolf is currently profiting.,Value,1,1,ר זאב רווח כרגע,ערך
"In my opinion, the duty of reasoning is",Prev,1,1,לדעתי חובת הנימוק היא,קודם
This is my opinion and see also,His Opinion,1,1,זו דעתי וראה גם,דעתו
As for the value you wrote I would ask,From the Operators,1,1,לגבי הערך שכתבת אבקש,מהמפעילים
But I'm asking no.,Delete,0,1,אבל אני מבקש לא,למחוק
Fingernail rule if there is,Link,1,1,כלל אצבע אם יש,קישור
The question is what conditions,Exactly.,1,1,השאלה היא איזה תנאים,בדיוק
It is as if the fate of,The Battle,1,1,דומה כי גורלו של,הקרב
In such a case the result will be,On the way,1,1,במקרה כזה התוצאה תהיה,בדרך
Inside the building is a marble statue,In his image,0,1,בתוך המבנה פסל שיש,בדמותו
I saw that edit scheme,Small,0,1,ראיתי כי ערכת עריכה,קטנה
Happy Milk Celebrations Episode,It's,1,1,חגיגות שמחת החלב פרק,זה
Read what I wrote about,Murder,1,1,תקרא מה כתבתי על,רצח
It's a natural regulating mechanism,that works,0,1,זה מנגנון ויסות טבעי,שעובד
Execution is on the authority,And here,1,1,הוצאה להורג היא בסמכות,וכאן
Why wouldn't they be,Everybody.,1,1,מדוע שהם לא יהיו,כולם
"As for the opening chapter, which",Details,1,1,לגבי פרק הפתיחה איזה,פרטים
The concept of secularism is not defined,Well,0,1,המושג חילוני אינו מוגדר,היטב
This is a mistake and see,In the episode,1,1,זו טעות בנוסח וראו,בפרק
Then turned crescent,For business,1,1,לאחר מכן פנה סהר,לעסקים
Because of finding an artist for all,The Brothers,1,1,בגלל מוצא אמן לכל,האחים
"I, for one, believe that my son",Adam,1,1,אני למשל מאמין שבני,אדם
The name of the coin is named,Street,1,1,על שם המטבע קרוי,רחוב
Wikipedia is an encyclopedia no,Market,1,1,ויקיפדיה היא אנציקלופדיה לא,שוק
Is it overwhelming something,And if,1,1,האם זה מכריע משהו,ואם
And this is given,Find,0,1,ואת זאת הרי ניתן,למצוא
Biography Baron Hirsch was born,Munich,0,1,ביוגרפיה הברון הירש נולד,במינכן
We don't add articles,Complete,0,1,אנחנו לא מוסיפים מאמרים,שלמים
"In the meantime, when there is no",Also,1,1,ובינתיים לאחר שכנראה אין,גם
He has proven countless times,Because,0,1,הוא הוכיח פעמים אינספור,כי
Sharon's proposal as well.,Assuming,1,1,גם ההצעה של שרון,בהנחה
Make every effort to,Create,0,1,להשקיע כל מאמץ כדי,ליצור
You quit and sat down reading,On the way,1,1,את פרשת וישב קוראים,בדרך
In a large number membership organization,of,1,1,בארגון חברות מספר רב,של
He writes a lot for the press,Popular,0,1,הוא הרבה לכתוב לעיתונות,הפופולרית
An opinion presented by Yossi,Baylin,0,1,דעה שאותה מציג יוסי,ביילין
Differences in skin color are,Most often,0,1,הבדלים בצבע עור הם,לרוב
You don't have to fit in.,The messages,1,1,לא צריך להתאים את,ההודעות
Let others participate.,In Discussion,1,1,בואו ניתן לאחרים להשתתף,בדיון
The single did not attract any attention.,Heart,1,1,הסינגל לא משך תשומת,לב
If the union is to,There was,1,1,אם כבר האיחוד צריך,היה
In other words the relative movement,of,1,1,במילים אחרות התנועה היחסית,של
I think there was even,Here,0,1,אני חושב שאפילו היה,כאן
"Therefore, it can be used",In the picture,1,1,אי לכך ניתן להשתמש,בתמונה
A Klein bottle is a surface,Close,1,1,בקבוק קליין הוא משטח,סגור
During this time he conducted investigations,Important,0,1,בתקופה זו ערך חקירות,חשובות
I am not saying that this is,Selection,1,1,אני לא טוען שזו,בחירה
In most cases a simple search,Google,0,1,במרבית המקרים חיפוש פשוט,בגוגל
"I, unlike you, should",Get up,0,1,אני בניגוד אליך צריך,לקום
Maybe we should leave more.,A little,1,1,אולי כדאי להשאיר עוד,קצת
If on the other hand it is something,Isotri,0,1,אם מאידך זה משהו,איזוטרי
If there is no need to delete,Her,0,1,אם אין יש למחוק,אותה
Rise to power Richard III,There was,1,1,עלייתו לשלטון ריצרד השלישי,היה
"Instead of home schooling,",to be,1,1,במקום חינוך ביתי צריך,להיות
I would have gladly come,But,1,1,אני הייתי בא בשמחה,אבל
Say soldier may refuse,Accept,0,1,תגיד חייל רשאי לסרב,לקבל
Remember the portals should,Update,0,1,זכרו את הפורטלים צריך,לעדכן
There is already a Ribbentrop agreement,Molotov,1,1,יש כבר הסכם ריבנטרופ,מולוטוב
"You can say that, but",The wording,1,1,אפשר לציין זאת אבל,הניסוח
I don't think I,Should,1,1,אני לא חושב שאני,צריך
These comfort cells are present,Used,1,1,תאי נוחות אלו נמצאים,בשימוש
If you can explain,Also,1,1,אם אתה יכול תסביר,גם
This story was also,Invention,1,1,גם הסיפור הזה היה,המצאה
And these are just two examples,For problems,1,1,ואלו רק שתי דוגמאות,לבעיות
Form of Parliament Form of Regime,And this,1,1,מבנה הפרלמנט צורת משטר,וזה
"For example, not to do it.",Usage,1,1,למשל שלא יעשה בה,שימוש
Lynch is the murder of,Adam,1,1,לינץ הינו רצח של,אדם
In our case I would expect,For expression,0,1,במקרה שלנו הייתי מצפה,לביטוי
The contents of the warning letters are not,Posted,1,1,תוכן מכתבי האזהרה לא,פורסם
Following this role came,Roles,1,1,בעקבות תפקיד זה באו,תפקידים
The reader will decide what is important.,More,0,1,הקורא יחליט מה חשוב,יותר
Ze'ev Vilnai contact number,Between,1,1,זאב וילנאי מספר הקשר,בין
The opposition to such a government is,On the way,1,1,האופוזיציה לממשלה כזאת היא,בדרך
First a phonetic similarity has,Between,1,1,ראשית דמיון פונטי יש,בין
I don't see a reason,Go back,0,1,אני לא רואה סיבה,לחזור
The guard is a body.,Officially,0,1,משמר הכנסת הוא גוף,רשמי
If one of the votes does not,Rob,1,1,אם באחת ההצבעות אין,רוב
He allowed a free debate.,In Parliament,1,1,הוא התיר ויכוח חופשי,בפרלמנט
This power is expected to be accepted,Just,1,1,עצמה זו צפויה להתקבל,רק
For a long time there was,Daughter,1,1,במשך תקופה ארוכה הייתה,בת
The books he valued are common,At least,1,1,הספרים שהוא ערך נפוצים,לפחות
This material is also sold,Ass,1,1,חומר זה נמכר גם,תחת
New comments are acceptable to write,At the end,1,1,הערות חדשות מקובל לכתוב,בסוף
"After his death, Harold",Wilson,1,1,לאחר מותו היה הרולד,וילסון
As for the readers then again,Who?,1,1,לגבי הקוראים אז שוב,מי
Agree to enter football value,And delete,0,1,מסכים להכניס לערך כדורגל,ולמחוק
If I were looking for more,Allow,1,1,אם הייתי מחפש עוד,אפשר
If Scarlett doesn't delete,Don't,0,1,אם סקרלט לא תמחק,לא
"However, it is not to be deleted.",Value,1,1,בכל אופן אין למחוק,ערך
At official events it is acceptable to play,Just,1,1,באירועים רשמיים מקובל להשמיע,רק
After leaving Brussels,sat,1,1,לאחר עזיבתו את בריסל,ישב
"In the following seasons, the goalkeeper",The first,1,1,בעונות הבאות היה השוער,הראשון
Find value in seconds,Or,1,1,למצוא ערך תוך שניות,או
In any case there is no,Problem,1,1,בכל אופן אין כל,בעיה
This value has already been edited,Fine.,1,1,הערך הזה כבר ערוך,בסדר
The Trial of Rabbi Elishiv,He is,0,1,המשפט על הרב אלישיב,הוא
I asked if it was,Bab,0,1,שאלתי היא האם מדובר,באב
Wouldn't it be better,Dedicate,0,1,האם לא יהיה כדאי,להקדיש
The only remaining park in operation,He is,0,1,הפארק היחיד שנותר בפעולה,הוא
The need to emphasize the need,On,0,1,חבד מדגישה את הצורך,ב
A member of a family of origin,European,0,1,בן למשפחה מיוחסת ממוצא,אירופאי
Primary control of the team,She,1,1,בעלת השליטה העיקרית בקבוצה,היא
Delete the value claiming,Which is,1,1,תמחק את הערך בטענה,שהוא
Tanzania Discovering the Origins in the South,Africa,1,1,טנזניה גילוי המקורות בדרום,אפריקה
The page should not be deleted,Heel,1,1,את הדף אין למחוק,עקב
He was also a force,Important,1,1,הוא גם היה כוח,חשוב
If you have an arrangement or,Don't,0,1,אם הסידור אצלך או,לא
Must be deleted and beautiful 1 hour,One,1,1,יש למחוק ויפה שעה,אחת
But I'm actually trying,Learn,0,1,אך אני בעצם מנסה,ללמוד
When Douglas refused murder,Him,0,1,כאשר דאגלס סירב רצח,אותו
And I recommend you through,By the way,0,1,ואני ממליץ לך דרך,אגב
If they are weak,It's,1,1,אז אם הם חלשים,זה
Two years later he joined,For family,1,1,שנתיים אחר כך הצטרפה,למשפחה
In any case not customary,Delete,0,1,בכל מקרה לא נהוג,למחוק
If this does not exist,There is,1,1,אם הדבר אינו קיים,יש
Non-political crime has expanded,Very,1,1,הפשע הלא פוליטי התרחב,מאוד
Another article gives a foundation,More,0,1,מאמר נוסף נותן ביסוס,נוסף
Unfortunately the means for the matter are still,Don't,0,1,לצערי האמצעים לעניין עדיין,לא
On Law Enforcement Appointed,The Office,1,1,על אכיפת החוק ממונה,המשרד
"In any case, check what",Looks,1,1,בכל אופן בדוק מה,נראה
If you want an explanation,You.,1,1,אם אתה רוצה הסבר,אתה
The Great Potato Famine,In Ireland,1,1,רעב תפוחי האדמה הגדול,באירלנד
"In the years that followed, they grew",Both,1,1,בשנים שאחר כך גדלו,שניהם
Google provides solutions at times,And sometimes,1,1,גוגל מספק פתרונות לעתים,ולפעמים
The migration from the northeast resulted,Also,1,1,ההגירה מצפון מזרח גרמה,גם
Why you have to put it in.,All,0,1,מדוע צריך להכניס לתוכו,כל
Or there's also,Forum,1,1,או שיש שם גם,פורום
The value on,Eisenberg,0,1,בכל זאת הערך על,אייזנברג
I don't think anyone else,Here,0,1,לא חושב מישהו אחר,כאן
The writer has no right.,Special,0,1,לכותב אין שום זכות,מיוחדת
It might be worth writing a page.,Principles,1,1,שווה אולי לכתוב דף,עקרונות
External links Official website,of,1,1,קישורים חיצוניים האתר הרשמי,של
But go to a certain pattern,And delete,0,1,אבל ללכת לתבנית מסוימת,ולמחוק
The Rabbinate and the State Abraham Cohen,Erez,1,1,הרבנות והמדינה אברהם כהן,ארז
Jewish Pope Exists Legends,About,0,1,אפיפיור יהודי קיימות אגדות,על
"Therefore, it can be used",In the picture,1,1,אי לכך ניתן להשתמש,בתמונה
I think it should be cut or,For one,0,1,לדעתי צריך לקצץ או,לאחד
There had been a discussion before,About a year,0,1,היה כבר דיון לפני,כשנה
Lesotho is completely included within,Limits,1,1,לסוטו נכללת לגמרי בתוך,גבולות
But if you want to make sure,Should,1,1,אבל אם רוצים לוודא,צריך
Her life story Dane was born,In Argentina,1,1,קורות חייה דיין נולדה,בארגנטינה
"By the way, Maritime Judean Street",He is,0,1,אגב רחוב יהודה הימית,הוא
"Once the values have been deleted, the values are created.",Hundreds,1,1,ברגע מחיקת הערכים נוצרו,מאות
Involuntary does not permit,To the man,1,1,חוסר זדון אינו מתיר,לאיש
The party now had a headquarters.,New,0,1,למפלגה הייתה כעת מפקדה,חדשה
There's like three here.,Levels,1,1,יש כאן מעין שלוש,רמות
Its symbol is Earth.,Israel,1,1,צבר מסמל את ארץ,ישראל
Game Styles This Chapter,Luka,1,1,סגנונות משחק פרק זה,לוקה
Thanks for the clarification No,I thought,1,1,תודה על ההבהרה לא,חשבתי
In every role first thing,You were,1,1,בכל תפקיד דבר ראשון,היית
Because of the high price my husband,Profession,1,1,בגלל המחיר הגבוה בעלי,מקצוע
And if there are still problems,Edit,1,1,ואם יש עדיין בעיות,עריכה
It has industrial homes.,Many,1,1,יש בה בתי תעשייה,רבים
Volunteered in the Boer War to serve,South,0,1,התנדב במלחמת הבורים לשרת,בדרום
Those who are looking for the name,Theirs,1,1,מי שמחפש דברים שהשם,שלהם
I'm sorry Demi but,Also,1,1,אני מצטער דמי אבל,גם
That is why not transcribe,Names,1,1,כלומר למה לא לתעתק,שמות
Would you please explain to me,Why?,1,1,אתה מוכן להסביר לי,למה
"At the age of ten, he appeared.",For the first time,0,1,בגיל עשר כבר הופיע,לראשונה
Written by Gorg,Martin,1,1,נכתב על ידי גורג,מרטין
You checked that the bot does not perform,Already,1,1,בדקת שהבוט לא מבצע,כבר
Nigger is a derogatory word,And she,1,1,כושי היא מילת גנאי,והיא
"Nick, by the way, I",Can,1,1,ניר דרך אגב אני,יכול
Orange Color Body Color,Going,1,1,צבעי כתום צבע גוף,הולך
In the center of the shield is a cross.,Money,1,1,במרכז המגן נמצא צלב,כסף
Sometimes more active and sometimes,Less,1,1,לעתים יותר פעיל ולפעמים,פחות
Game rules can be found,Also,1,1,כללי משחק אפשר למצוא,גם
Similar treatment was also awarded.,Part,1,1,ליחס דומה זכו גם,חלק
Serbia and Montenegro include,Appearances,0,1,סרביה ומונטנגרו כוללת את,הופעות
"In any case, it is acceptable to see",In them,1,1,בכל אופן מקובל לראות,בהם
Medieval history lived,Bae,0,1,היסטוריה בימי הביניים התגוררה,באי
They write what they,Want,0,1,שהם יכתבו מה שהם,רוצים
Wikipedia is not the place to run,Wars,1,1,ויקיפדיה אינה המקום לנהל,מלחמות
I don't think there is,Many,0,1,אני לא חושב שיש,הרבה
Unable to delete,Him,0,1,לא אי אפשר למחוק,אותו
Anyway I'm going,Try,0,1,בכל מקרה אני הולך,לנסות
On the same day all the cats,In the monastery,1,1,באותו יום כל החתולים,במנזר
If easy to center his book,For everyone,1,1,אם קל למרכז ספרו,לכולם
If it is more urgent,Go. Go.,0,1,אם זה יותר דחוף,לך
It was actually an album.,Exclusive,1,1,למעשה היה זה אלבום,בלעדי
This is also the value from which,I am,1,1,זהו גם הערך שממנו,אני
If this is a comment Ed,Hominem,1,1,אם זו הערה אד,הומינם
There is no importance to order.,The Writing,1,1,אין שום חשיבות לסדר,הכתיבה
Some things are not,Totally.,1,1,עדיין חלק מהדברים לא,לגמרי
Right-Right Value This,He is,0,1,ימין ימין ערך זה,הוא
Or a high-ranking thief or,Criminal,0,1,או גנב בכיר או,פושע
About gun licences for citizens,None,0,1,לגבי רשיון נשק לאזרח,אין
This is the stated policy of,Wikipedia,1,1,זו המדיניות המוצהרת של,ויקיפדיה
Tomorrow in the Garden of Joshua will be held,Meeting,0,1,מחר בגני יהושע יתקיים,מפגש
If so we can add,Value,1,1,אם כן נוכל להוסיף,ערך
This value deals with the river,His Sons,1,1,ערך זה עוסק בנהר,בניו
Saint Petersburg was not,Stalingrad,1,1,סנקט פטרבורג לא הייתה,סטלינגרד
The civilian sparrow can't,Write,0,1,האזרח דרור אינו יכול,לכתוב
If we don't really need,Delete,0,1,אם לא נצטרך באמת,למחוק
"Of course, it is also much",More,0,1,כמובן שגם מדובר בהרבה,יותר
The small problem is that there is no,Lee,1,1,הבעייה הקטנה היא שאין,לי
See also executable file,File,1,1,ראו גם קובץ הרצה,קובץ
His life was born.,His Sons,1,1,חייו בן הכט נולד,בניו
Today this achievement seems to,Yet,1,1,כיום הישג זה נראה,עדיין
Writing on Wikipedia is voluntary,And so,1,1,הכתיבה בוויקיפדיה היא בהתנדבות,וכך
Wounded in the War of Attrition but,Returned,1,1,נפצע במלחמת ההתשה אך,חזר
"In the south-west, the neighborhood exists.",Concentration,1,1,בדרום מערב השכונה קיים,ריכוז
I hope more friends,Read,0,1,אני מקווה שעוד חברים,יקראו
Forgot to log in to the account What,Cora,1,1,שכחת להיכנס לחשבון מה,קורה
How would you like to write a value,About,0,1,מה דעתך לכתוב ערך,על
Several MPs have requested,From her,1,1,מספר חברי פרלמנט ביקשו,ממנה
And I will continue to act to improve,Wikipedia,1,1,ואני אמשיך לפעול לשיפור,ויקיפדיה
He was one of the leaders of Jewish trade.,In town,1,1,היה מראשי המסחר היהודי,בעיר
"And according to this, Effie B.",Justice,1,1,ולפי זה אפי ב,צדק
As you also do,Gilgamesh,0,1,כמו שאתה עושה גם,גילגמש
Your choice will be if,Believing,1,1,הבחירה שלך תהיה אם,להאמין
